Domain,Entity,Flow Name,Archetype,tRPC,Type,Procedure Wrapper,Permissions,Permission Mode,Roles,UI Entry Paths,Business Purpose (from code docs),Client References,Related Entities,Implementation Status,Documentation Status,QA Status (Code-Level),Known Issues / Uncertainties,Router File,File Tag
Other,timeOffRequests,Cancel,State Transition/Action,timeOffRequests.cancel,mutation,protectedProcedure,,,Authenticated user,,Cancel a pending time-off request (user can cancel their own),client/src/components/calendar/TimeOffRequestsList.tsx,,Client-wired,In code only,Not reviewed,,server/routers/timeOffRequests.ts,prod
Workflow/Productivity,todoActivity,Get Task Activity,View/Search/Report,todoActivity.getTaskActivity,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),,Todo Activity Router API endpoints for task activity and audit trail,client/src/components/todos/TaskDetailModal.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoActivity.ts,prod
Workflow/Productivity,todoActivity,Get My Recent Activity,View/Search/Report,todoActivity.getMyRecentActivity,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),,Todo Activity Router API endpoints for task activity and audit trail,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoActivity.ts,prod
Workflow/Productivity,todoLists,Get My Lists,View/Search/Report,todoLists.getMyLists,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),,Todo Lists Router API endpoints for todo list management,client/src/components/todos/QuickAddTaskModal.tsx; client/src/pages/TodoListsPage.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoLists.ts,prod
Workflow/Productivity,todoLists,Get By Id,View/Search/Report,todoLists.getById,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),,Todo Lists Router API endpoints for todo list management,client/src/pages/TodoListDetailPage.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoLists.ts,prod
Workflow/Productivity,todoLists,Create,Create,todoLists.create,mutation,protectedProcedure,todos:create,all,Super Admin (or legacy-admin bypass),,Todo Lists Router API endpoints for todo list management,client/src/components/todos/TodoListForm.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoLists.ts,prod
Workflow/Productivity,todoLists,Update,Update,todoLists.update,mutation,protectedProcedure,todos:update,all,Super Admin (or legacy-admin bypass),,Todo Lists Router API endpoints for todo list management,client/src/components/todos/TodoListForm.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoLists.ts,prod
Workflow/Productivity,todoLists,Delete,Delete/Archive,todoLists.delete,mutation,protectedProcedure,todos:delete,all,Super Admin (or legacy-admin bypass),,Delete a list,client/src/pages/TodoListDetailPage.tsx; client/src/pages/TodoListsPage.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoLists.ts,prod
Workflow/Productivity,todoLists,Get Members,View/Search/Report,todoLists.getMembers,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),,BUG-034: Standardized pagination response,client/src/components/todos/ShareListModal.tsx; client/src/components/todos/TodoListForm.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoLists.ts,prod
Workflow/Productivity,todoLists,Add Member,Create,todoLists.addMember,mutation,protectedProcedure,todos:create,all,Super Admin (or legacy-admin bypass),,Add a member to a list,client/src/components/todos/ShareListModal.tsx; client/src/components/todos/TodoListForm.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoLists.ts,prod
Workflow/Productivity,todoLists,Update Member Role,Update,todoLists.updateMemberRole,mutation,protectedProcedure,todos:update,all,Super Admin (or legacy-admin bypass),,Update member role,client/src/components/todos/ShareListModal.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoLists.ts,prod
Workflow/Productivity,todoLists,Remove Member,Delete/Archive,todoLists.removeMember,mutation,protectedProcedure,todos:delete,all,Super Admin (or legacy-admin bypass),,Remove a member from a list,client/src/components/todos/ShareListModal.tsx; client/src/components/todos/TodoListForm.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoLists.ts,prod
Workflow/Productivity,todoLists,Get My Role,View/Search/Report,todoLists.getMyRole,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),,Get user's role in a list,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoLists.ts,prod
Workflow/Productivity,todoTasks,Get List Tasks,View/Search/Report,todoTasks.getListTasks,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),,Todo Tasks Router API endpoints for task management within lists PERF-003: Added pagination support,client/src/pages/TodoListDetailPage.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoTasks.ts,prod
Workflow/Productivity,todoTasks,Get My Tasks,View/Search/Report,todoTasks.getMyTasks,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),,Todo Tasks Router API endpoints for task management within lists PERF-003: Added pagination support,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoTasks.ts,prod
Workflow/Productivity,todoTasks,Get By Id,View/Search/Report,todoTasks.getById,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),,Get a specific task by ID,client/src/components/todos/TaskDetailModal.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoTasks.ts,prod
Workflow/Productivity,todoTasks,Create,Create,todoTasks.create,mutation,protectedProcedure,todos:create,all,Super Admin (or legacy-admin bypass),,Create a new task,client/src/components/todos/QuickAddTaskModal.tsx; client/src/components/todos/TaskForm.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoTasks.ts,prod
Workflow/Productivity,todoTasks,Update,Update,todoTasks.update,mutation,protectedProcedure,todos:update,all,Super Admin (or legacy-admin bypass),,Update a task,client/src/components/todos/TaskForm.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoTasks.ts,prod
Workflow/Productivity,todoTasks,Delete,Delete/Archive,todoTasks.delete,mutation,protectedProcedure,todos:delete,all,Super Admin (or legacy-admin bypass),,Delete a task,client/src/pages/TodoListDetailPage.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoTasks.ts,prod
Workflow/Productivity,todoTasks,Complete,State Transition/Action,todoTasks.complete,mutation,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),,Mark task as completed,client/src/components/todos/TaskDetailModal.tsx; client/src/pages/TodoListDetailPage.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoTasks.ts,prod
Workflow/Productivity,todoTasks,Uncomplete,Action/Operation,todoTasks.uncomplete,mutation,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),,Mark task as incomplete,client/src/components/todos/TaskDetailModal.tsx; client/src/pages/TodoListDetailPage.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoTasks.ts,prod
Workflow/Productivity,todoTasks,Assign,Link/Associate,todoTasks.assign,mutation,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),,Assign task to a user,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoTasks.ts,prod
Workflow/Productivity,todoTasks,Reorder,Update,todoTasks.reorder,mutation,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),,Reorder tasks in a list,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoTasks.ts,prod
Workflow/Productivity,todoTasks,Get Overdue,View/Search/Report,todoTasks.getOverdue,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),,BUG-034: Standardized pagination response,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoTasks.ts,prod
Workflow/Productivity,todoTasks,Get Due Soon,View/Search/Report,todoTasks.getDueSoon,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),,BUG-034: Standardized pagination response,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoTasks.ts,prod
Workflow/Productivity,todoTasks,Get List Stats,View/Search/Report,todoTasks.getListStats,query,protectedProcedure,todos:read,all,Super Admin (or legacy-admin bypass),,Get task statistics for a list,client/src/pages/TodoListDetailPage.tsx,,Client-wired,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/todoTasks.ts,prod
Other,unifiedSalesPortal,Get Pipeline,View/Search/Report,unifiedSalesPortal.getPipeline,query,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,"/** Get unified pipeline view Combines sales sheets, quotes, and orders into a single timeline By default, excludes: - Deleted items (unless includeDeleted=true) - Terminal status items like REJECTED, EXPIRED, CANCELLED (unless includeClosed=true)",client/src/pages/UnifiedSalesPortalPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/unifiedSalesPortal.ts,prod
Other,unifiedSalesPortal,Check Quote Conversion,View/Search,unifiedSalesPortal.checkQuoteConversion,query,protectedProcedure,orders:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Accountant, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,/** Check if a quote can be converted (for confirmation dialog),client/src/pages/UnifiedSalesPortalPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/unifiedSalesPortal.ts,prod
Other,unifiedSalesPortal,Convert Sales Sheet To Quote,Action/Operation,unifiedSalesPortal.convertSalesSheetToQuote,mutation,protectedProcedure,orders:create,all,"Super Admin, Operations Manager, Sales Manager, Customer Service",,/** Convert a sales sheet to a quote Creates a new quote order and links it to the original sales sheet USP-004: Now properly copies line items from sales sheet,client/src/pages/UnifiedSalesPortalPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/unifiedSalesPortal.ts,prod
Other,unifiedSalesPortal,Convert Quote To Sale,Action/Operation,unifiedSalesPortal.convertQuoteToSale,mutation,protectedProcedure,orders:create,all,"Super Admin, Operations Manager, Sales Manager, Customer Service",,/** Convert a quote to a sale USP-004: Now uses existing ordersDb.convertQuoteToSale function which properly handles: - Quote expiration check - Inventory reduction with row-level locking - Audit log creation - All edge cases,client/src/pages/UnifiedSalesPortalPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/unifiedSalesPortal.ts,prod
Other,unifiedSalesPortal,Soft Delete,Action/Operation,unifiedSalesPortal.softDelete,mutation,protectedProcedure,orders:delete,all,Super Admin,,/** Soft delete a pipeline item,client/src/pages/UnifiedSalesPortalPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/unifiedSalesPortal.ts,prod
